interaction_title	interaction_type	feature	category_key	feature_id	status	summary	related_region	menu	shortcut	preconditions	edge_cases	acceptance_criteria
Disable Custom Property Schema	command	Define Custom Property Schema	CEP	CEP-002	아이디어	더 이상 사용하지 않을 사용자 프로퍼티 스키마를 비활성화해 신규 편집 UI에서 선택되지 않도록 숨긴다.	file_manager_window.inspector_pane.inspector_mode_property	Edit	-	- 비활성화할 프로퍼티 스키마가 선택된 상태 - 대상 스키마가 활성 상태인 상태 - 프로퍼티 스키마를 편집할 권한을 보유한 상태	- 대상 스키마가 다른 스키마·Computed Property의 참조 대상으로 고정되어 있는 경우 - 대상 스키마가 이미 비활성 상태인 경우 - 비활성화 직후에도 신규 추가 UI에 캐시로 노출되는 경우	- 대상 스키마가 활성 상태일 때, 사용자가 비활성화를 실행하면, 스키마 상태를 비활성으로 변경하고 스키마 목록에 해당 상태를 표시함. - 스키마가 비활성 상태일 때, 사용자가 엔트리 프로퍼티 추가 UI를 열면, 해당 스키마를 선택 옵션에 노출하지 않도록 함. - 비활성 스키마를 이미 사용 중인 엔트리를 조회할 때, 시스템이 값을 표시하면, 기존 값은 유지하며 스키마가 비활성 상태임을 함께 표시함.
Delete Custom Property Schema	command	Define Custom Property Schema	CEP	CEP-002	아이디어	선택한 사용자 프로퍼티 스키마를 완전히 삭제해 이후 어떤 엔트리에서도 사용할 수 없도록 한다.	file_manager_window.inspector_pane.inspector_mode_property	Edit	-	- 삭제할 프로퍼티 스키마가 선택된 상태 - 프로퍼티 스키마를 삭제할 권한을 보유한 상태	- 대상 스키마가 하나 이상의 엔트리에서 사용 중인 경우 - 대상 스키마가 컬렉션 정의·규칙·Computed Property에서 참조되는 경우 - 삭제 과정에서 엔트리 값 제거 또는 참조 정리가 부분 실패하는 경우	- 삭제할 스키마가 선택된 상태일 때, 사용자가 삭제를 실행하고 확인하면, 스키마를 워크스페이스에서 제거하고 이후 신규 편집 UI에서 선택되지 않게 함. - 대상 스키마가 사용 중인 상태일 때, 사용자가 삭제를 실행하면, 삭제를 차단하거나 영향 범위(사용 엔트리 수, 참조 위치)를 요약해 표시함. - 스키마 삭제가 완료된 상태일 때, 시스템이 캐시·검색 인덱스를 갱신하면, 컬렉션 필터·규칙 편집 UI에서 해당 프로퍼티를 더 이상 선택할 수 없게 함. - 삭제 작업이 부분 실패한 상태일 때, 시스템이 결과를 표시하면, 성공·실패 대상을 구분해 표시하고 실패 사유 및 복구/재시도 옵션을 제공함.
Analyze Custom Property Usage	background	Define Custom Property Schema	CEP	CEP-002	아이디어	워크스페이스 전체를 스캔해 각 사용자 프로퍼티 스키마가 어디에서 얼마나 사용되는지 사용 현황을 분석한다.	-	-	-	- 워크스페이스가 로드되어 엔트리 메타데이터에 접근 가능한 상태 - 사용 현황 분석 작업이 실행 중이지 않은 상태	- 대상 엔트리 수가 많아 분석 시간이 길어지는 경우 - 일부 스토리지의 엔트리에 접근할 수 없어 부분 분석만 가능한 경우 - 분석 중 스키마가 변경되어 결과가 일시적으로 불일치하는 경우	- 워크스페이스가 로드된 상태일 때, 시스템이 분석 작업을 시작하면, 스키마별 사용 현황(엔트리 수, 참조 위치 등)을 계산해 저장함. - 분석이 완료된 상태일 때, 사용자가 스키마 리스트 화면을 열면, 각 스키마 행에 최신 사용 현황을 표시함. - 부분 분석만 가능한 상태일 때, 시스템이 결과를 저장하면, 계산된 부분 결과와 접근 실패 사유를 함께 표시함.
Detect Redundant Custom Properties	background	Define Custom Property Schema	CEP	CEP-002	아이디어	이름·타입·사용처가 유사한 중복·유사 사용자 프로퍼티 스키마 후보를 자동으로 탐지해 정리 대상으로 제안한다.	-	-	-	- 워크스페이스에 2개 이상의 사용자 프로퍼티 스키마가 존재하는 상태 - 중복 탐지를 위한 사용 현황 또는 스키마 메타데이터를 조회할 수 있는 상태 - 중복 탐지 작업이 실행 중이지 않은 상태	- 이름·타입은 유사하지만 실제 의미가 달라 오탐이 발생하는 경우 - 유사도 기준을 만족하는 후보가 존재하지 않는 경우 - 탐지 중 스키마가 변경되어 결과가 일시적으로 불일치하는 경우	- 중복 탐지 작업이 실행된 상태일 때, 시스템이 탐지를 완료하면, 유사 스키마 후보 그룹을 산출해 저장함. - 사용자가 중복 후보를 조회하는 상태일 때, 시스템이 후보 그룹을 로드하면, 후보 그룹과 근거(유사 키·라벨, 타입, 사용처 요약)를 함께 표시함. - 후보가 없는 상태일 때, 화면이 표시되면, 빈 결과 상태를 표시함.
Merge Custom Property Schemas	command	Define Custom Property Schema	CEP	CEP-002	아이디어	선택한 여러 사용자 프로퍼티 스키마를 하나의 타깃 스키마로 병합하는 설정 플로우를 제공한다.	file_manager_window.inspector_pane.inspector_mode_property	Edit	-	- 병합할 스키마 2개 이상이 선택된 상태- 병합 결과로 남길 타깃 스키마가 지정된 상태 - 병합 및 값 마이그레이션을 실행할 권한을 보유한 상태	- 선택한 스키마들의 타입이 서로 달라 병합 규칙을 정할 수 없는 경우 - 동일 엔트리에 여러 스키마 값이 동시에 존재해 충돌 해결이 필요한 경우 - 옵션 값(enum) 또는 제약 조건이 서로 달라 단순 병합이 불가능한 경우 - 병합 실행 중 일부 엔트리 값 마이그레이션이 실패하는 경우	- 2개 이상의 스키마가 선택된 상태일 때, 사용자가 병합 플로우를 시작하면, 타깃 스키마와 충돌 처리 규칙을 설정하는 화면을 표시함. - 병합 설정이 유효한 상태일 때, 사용자가 실행하면, 병합 작업을 생성하고 값 마이그레이션 작업을 예약하거나 시작함. - 병합이 완료된 상태일 때, 사용자가 스키마 목록을 확인하면, 소스 스키마를 제거하거나 비활성화하고 모든 참조를 타깃 스키마로 통합함. - 병합 설정이 불가능한 조합인 상태일 때, 사용자가 실행을 시도하면, 실행을 차단하고 이유와 대안을 표시함.
Migrate Custom Property Values	command	Define Custom Property Schema	CEP	CEP-002	아이디어	병합·변경된 스키마에 맞춰 기존 엔트리의 사용자 프로퍼티 값을 자동으로 이동·정규화하는 배치 작업을 실행한다.	file_manager_window.inspector_pane.inspector_mode_property	Edit	-	- 마이그레이션 대상 스키마 변경(병합 또는 타입/제약 변경)이 존재하는 상태 - 마이그레이션 대상 엔트리 집합이 식별된 상태 - 마이그레이션 작업이 실행 중이지 않은 상태	- 일부 엔트리에서 값 변환이 불가능해 타입 캐스팅 오류가 발생하는 경우 - 일부 스토리지·엔트리에 접근할 수 없어 부분 실행만 가능한 경우 - 작업 중 앱이 종료되거나 시스템이 재시작되는 경우 - 마이그레이션 중 동일 엔트리 값이 동시 편집되어 충돌이 발생하는 경우	- 마이그레이션이 실행 가능한 상태일 때, 사용자가 실행하면, 배치 작업을 시작하고 진행 상태(대상 수, 진행률, 성공/실패)를 기록함. - 마이그레이션이 완료된 상태일 때, 시스템이 결과를 반영하면, 영향을 받은 엔트리의 값을 새 스키마 기준으로 이동·정규화하고 검색·필터 결과에 반영함. - 일부 값이 변환 불가능한 상태일 때, 시스템이 마이그레이션을 수행하면, 해당 엔트리를 실패로 표시하고 오류 이유 및 수동 처리 옵션을 제공함. - 마이그레이션이 중단된 상태일 때, 사용자가 상태를 조회하면, 재시도 및 롤백 옵션을 표시함.
Disable Unused Custom Property	command	Define Custom Property Schema	CEP	CEP-002	아이디어	사용량이 거의 없거나 더 이상 쓰지 않는 사용자 프로퍼티 스키마를 비활성화해 신규 엔트리에서 사용되지 않게 한다.	file_manager_window.inspector_pane.inspector_mode_property	Edit	-	- 스키마 사용 현황이 계산되어 있는 상태 - 비활성화할 스키마 후보가 선택되었거나 시스템 추천 목록이 표시된 상태 - 프로퍼티 스키마를 편집할 권한을 보유한 상태	- 사용량은 낮지만 컬렉션 정의·규칙·Computed Property에서 참조되는 경우 - 사용 현황이 최신이 아니어서 실제 사용량과 불일치하는 경우	- 사용 현황 기반 후보 스키마가 표시된 상태일 때, 사용자가 비활성화를 실행하면, 해당 스키마를 비활성 상태로 전환하고 신규 추가 UI에서 숨김 처리함. - 스키마가 참조 중인 상태일 때, 사용자가 비활성화를 실행하면, 비활성화를 차단하고 참조 위치를 표시함.
Rollback Custom Property Migration	command	Define Custom Property Schema	CEP	CEP-002	아이디어	직전에 실행된 프로퍼티 마이그레이션 작업을 취소하고, 영향을 받은 스키마와 값을 이전 상태로 되돌린다.	file_manager_window.inspector_pane.inspector_mode_property	Edit	-	- 직전에 실행된 프로퍼티 마이그레이션 작업이 존재하는 상태 - 해당 마이그레이션 작업의 롤백 데이터(스냅샷 또는 변경 로그)가 보존된 상태 - 롤백을 실행할 권한을 보유한 상태	- 마이그레이션 이후 동일 대상에 추가 변경이 발생해 롤백 충돌이 생기는 경우 - 롤백 데이터가 부분적으로 손상되거나 누락된 경우 - 롤백 대상이 너무 커 실행 시간이 길어지는 경우	- 직전 마이그레이션 작업이 존재하는 상태일 때, 사용자가 롤백을 실행하고 확인하면, 해당 작업으로 변경된 스키마와 값을 이전 상태로 복원함. - 롤백이 불가능한 상태일 때, 사용자가 롤백을 실행하면, 실행을 차단하고 불가 사유를 표시함. - 롤백이 완료된 상태일 때, 사용자가 엔트리·스키마 목록을 조회하면, 롤백 이전과 동일한 스키마/값 상태를 일관되게 표시함.
Create Computed Property	command	Computed Properties	CEP	CEP-003	아이디어	다른 프로퍼티나 시스템 메타데이터를 조합해 자동 계산되는 새 Computed Property를 정의한다.	file_manager_window.inspector_pane.inspector_mode_property	Edit	-	- Computed Property를 정의할 수 있는 화면이 열린 상태 - 참조 가능한 기본 프로퍼티 스키마가 하나 이상 존재하는 상태 - Computed Property를 생성할 권한을 보유한 상태	- 입력한 키가 기존 프로퍼티(일반/Computed) 키와 중복되는 경우 - 수식 문법이 유효하지 않거나 평가할 수 없는 경우 - 참조 프로퍼티 타입이 맞지 않아 계산 결과 타입이 결정되지 않는 경우 - 순환 참조가 발생하는 경우	- 생성 화면이 열린 상태일 때, 사용자가 유효한 키·라벨·수식을 입력하고 저장하면, 새 Computed Property 스키마를 생성하고 엔트리에서 계산된 값을 표시함. - 수식이 유효하지 않거나 순환 참조인 상태일 때, 사용자가 저장하면, 저장을 차단하고 오류를 표시함.
Edit Computed Property Formula	input	Computed Properties	CEP	CEP-003	아이디어	기존 Computed Property의 수식을 수정해 계산 방식과 참조 프로퍼티 구성을 변경한다.	file_manager_window.inspector_pane.inspector_mode_property	-	-	- 편집할 Computed Property가 선택된 상태 - Computed Property 수식을 편집할 권한을 보유한 상태	- 수식 변경으로 결과 타입이 변경되어 기존 표시/정렬/필터와 충돌하는 경우 - 참조 프로퍼티가 삭제·비활성화되어 수식을 평가할 수 없는 경우 - 순환 참조가 발생하는 경우 - 재계산 중 일부 엔트리에서만 오류가 발생하는 경우	- 수식 편집 UI가 열린 상태일 때, 사용자가 유효한 새 수식을 저장하면, 계산 방식을 업데이트하고 대상 엔트리에서 결과를 재계산해 표시함. - 수식이 유효하지 않은 상태일 때, 사용자가 저장하면, 저장을 차단하고 오류를 표시함. - 재계산 중 오류가 발생한 상태일 때, 시스템이 결과를 기록하면, 오류를 저장하고 오류 조회 화면에서 확인 가능하게 함.
Preview Computed Property Result	display	Computed Properties	CEP	CEP-003	아이디어	샘플 엔트리 집합에 대해 Computed Property 수식이 어떻게 평가되는지 미리 계산해 결과를 보여준다.	file_manager_window.inspector_pane.inspector_mode_property	View	-	- 미리보기할 Computed Property가 선택된 상태 - 샘플로 평가할 엔트리 집합이 선택되었거나 현재 목록 컨텍스트가 존재하는 상태	- 샘플 엔트리에서 참조 프로퍼티 값이 누락되어 평가할 수 없는 경우 - 샘플 엔트리 수가 많아 평가 시간이 길어지는 경우 - 일부 엔트리에서만 평가 오류가 발생하는 경우	- 사용자가 미리보기를 실행할 때, 시스템이 샘플 엔트리 집합에 대해 수식을 평가하면, 엔트리별 계산 결과를 미리보기 화면에 표시함. - 일부 엔트리에서 평가가 실패한 상태일 때, 미리보기 결과가 표시되면, 성공/실패를 구분해 표시하고 실패 원인을 함께 제공함.
View Computed Property Errors	display	Computed Properties	CEP	CEP-003	아이디어	Computed Property 계산 과정에서 발생한 오류 목록과 원인을 한 화면에서 조회한다.	file_manager_window.inspector_pane.inspector_mode_property	View	-	- Computed Property가 하나 이상 존재하는 상태 - Computed Property 오류 로그에 접근 가능한 상태	- 오류 로그가 존재하지 않는 경우 - 오류 로그 로딩에 실패하는 경우 - 오류 로그가 너무 많아 페이징이 필요한 경우	- 사용자가 오류 목록 화면을 열 때, 시스템이 오류 로그를 로드하면, 프로퍼티·엔트리·원인·발생 시각이 포함된 목록을 표시함. - 오류가 없는 상태일 때, 화면을 열면, 빈 상태와 정상 동작 안내를 표시함. - 오류 로그 로딩이 실패한 상태일 때, 화면이 표시되면, 오류 메시지와 재시도 동작을 표시함.
Open New Content Tab	command	Handle Content Tab	CTM	CTM-001	준비 완료	해당 File Manager 내, 새 Session Content Tab을 추가	file_manager_window.sidebar.sidebar_body.content_tabs_area	FIle	⌘T	-	-	- 활성 File Manager Window가 있고 Content Tab 수가 최대값 미만일 때, 사용자가 해당 인터랙션을 호출하면, 해당 창의 Content Tab List 끝에 새 Session Content Tab이 생성되고 즉시 활성화됨. - Content Tab 수가 최대 허용값에 도달한 상태에서 사용자가 해당 인터랙션을 호출하면, 새 탭이 생성되지 않고 탭 개수 제한에 대한 피드백을 표시함. - 새로 생성된 Content Tab 초기 세션 로딩 중 오류가 발생한 상태에서 사용자가 해당 인터랙션을 호출하면, 탭 셸은 생성되지만 내용 영역에 오류 메시지를 표시하거나 탭 생성 자체를 롤백함.
Close Content Tab	command	Handle Content Tab	CTM	CTM-001	준비 완료	현재 Content Tab을 닫음	file_manager_window.sidebar.sidebar_body.content_tabs_area	File	⌘W	- 닫을 Content Tab이 활성 상태거나 지정된 상태	- 마지막 남은 Content Tab을 닫는 경우 - 닫으려는 Content Tab에 진행 중인 상태의 작업이 있는 경우	- 닫을 Content Tab이 활성 상태이고 저장되지 않은 변경 사항이 없을 때, 사용자가 해당 인터랙션을 호출하면, 해당 탭이 닫히고 인접한 탭이 활성화됨. - 닫을 Content Tab에 저장되지 않은 변경 사항이 있을 때, 사용자가 해당 인터랙션을 호출하면, 닫기 여부를 묻는 확인 대화를 표시하고 사용자가 닫기를 선택하면 변경 사항 처리 후 탭을 닫음. - 해당 File Manager Window에 마지막 하나의 Content Tab만 남은 상태에서 사용자가 해당 인터랙션을 호출하면, 정의된 정책(예: 빈 탭 생성 또는 창 닫기)에 따라 동작하고 그 결과를 일관되게 유지함.
Close Other Content Tabs	command	Handle Content Tab	CTM	CTM-001	준비 완료	현재 Content Tab을 제외한 나머지 Content Tab을 모두 닫음	file_manager_window.sidebar.sidebar_body.content_tabs_area	Context	-	- 2개 이상의 Content Tab이 열린 상태	- 닫으려는 Content Tab에 진행 중인 상태의 작업이 있는 경우	- Content Tab이 2개 이상 열려 있고 닫히는 탭 중 저장되지 않은 변경 사항이 없을 때, 사용자가 해당 인터랙션을 호출하면, 현재 활성 탭을 제외한 나머지 탭이 모두 닫히고 현재 탭은 그대로 유지됨. - 닫히는 탭들 중 하나 이상에 저장되지 않은 변경 사항이 있을 때, 사용자가 해당 인터랙션을 호출하면, 일괄 닫기 여부를 묻는 확인 대화를 표시하고 사용자가 닫기를 선택하면 모든 대상 탭이 닫힘. - 닫히는 탭들 중 Pinned Content Tab이 포함된 경우, 사용자가 해당 인터랙션을 호출하면, 정의된 정책(예: Pinned 탭은 유지)을 따르며 실제로 닫힌 탭과 유지된 탭이 UI에 일관되게 반영됨.
Reorder Content Tab	command	Handle Content Tab	CTM	CTM-001	준비 완료	해당 Content Tab의 순서를 재배치	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	-	- 2개 이상의 Content Tab이 열린 상태	- 재배치 중인 Content Tab을 다른 창으로 이동시키는 경우	- Content Tab이 2개 이상 열려 있을 때, 사용자가 해당 인터랙션을 호출하면, 드래그 시작·종료 위치에 따라 Content Tab List 내 순서가 새로운 위치로 재배치됨. - 탭을 드래그하는 중 다른 동작으로 탭이 닫히거나 이동된 경우, 사용자가 해당 인터랙션을 마무리하면, 실제 남아 있는 탭들에 대해서만 일관된 순서가 유지됨
Move Content Tab to New File Manager Window	command	Handle Content Tab	CTM	CTM-001	준비 완료	해당 Contnet Tab을 새 File Manager Window로 분리해 별도 창으로 이동	file_manager_window.sidebar.sidebar_body.content_tabs_area	Context	-	-	- 현재 File Manager Window에 하나뿐인 Content Tab인 상태에서 이동하는 경우. - 새 창 생성 시 시스템 리소스 부족으로 인해 창 생성이 실패하는 경우.	- 이동할 Content Tab이 하나 이상 있고 새 창을 생성할 수 있는 상태일 때, 사용자가 해당 인터랙션을 호출하면, 새 File Manager Window가 생성되고 대상 탭이 새 창으로 이동하며 원래 창에서는 제거됨. - 현재 File Manager Window에 하나의 탭만 남은 상태에서 사용자가 해당 인터랙션을 호출하면, 정의된 정책(예: 원래 창을 닫고 새 창만 유지)을 따르며 두 창 상태가 일관되게 유지됨. - 시스템 리소스 부족으로 인해 새 창을 생성할 수 없는 상태에서 사용자가 해당 인터랙션을 호출하면, 탭 이동이 수행되지 않고 오류 또는 경고를 표시함.
Move Content Tab to Another File Manager Window	command	Handle Content Tab	CTM	CTM-001	준비 완료	해당 Content Tab을 다른 File Manager로 배치	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	-	- 2개 이상의 File Manager Window가 열린 상태	-	- 둘 이상의 File Manager Window가 열려 있고 대상 창이 유효한 상태일 때, 사용자가 해당 인터랙션을 호출하면, 선택된 Content Tab이 지정된 다른 File Manager Window의 Tab List로 이동하고 원래 창에서는 제거됨. - 이동 대상 File Manager Window가 이동 처리 중 닫힌 경우, 사용자가 해당 인터랙션을 호출하면, 탭 이동을 수행하지 않고 원래 창 상태를 유지하거나 다른 유효한 대상이 없는 경우 오류를 표시함. - 이동 대상 창에 동일 세션의 탭이 이미 존재하는 상태에서 사용자가 해당 인터랙션을 호출하면, 중복 세션 처리 정책(예: 중복 허용 또는 기존 탭 활성화)을 따르고 그 결과를 UI에 일관되게 반영함.
Restrore Last Closed Tab	command	Handle Content Tab	CTM	CTM-001	준비 완료	가장 최근에 닫은 Content Tab을 복원	file_manager_window.sidebar	File	⌘⇧T	- 현재 창에 복원 가능한 최근 닫힌 Content Tab 기록이 존재하는 상태	- 복구가 불가능한 경우	- 현재 File Manager Window의 최근 닫힌 탭 기록이 존재할 때, 사용자가 해당 인터랙션을 호출하면, 마지막으로 닫힌 Content Tab이 현재 창에 다시 추가되고 활성화됨. - 복원 가능한 최근 닫힌 탭이 현재 창이 아닌 다른 창 또는 이전 세션에 속한 경우, 사용자가 해당 인터랙션을 호출하면, 정의된 정책(예: 현재 창 기준 기록만 복원)을 따르며 복원 가능 항목이 없으면 아무 탭도 열리지 않거나 피드백을 표시함.
Duplicate Content Tab	command	Handle Content Tab	CTM	CTM-001	준비 완료	해당 Content Tab을 동일한 상태의 Content Tab으로 복제해 추가	file_manager_window.sidebar.sidebar_body.content_tabs_area	File	⌘D	- 복제할 Content Tab이 지장된 상태	- 복제 대상 탭에 저장되지 않은 변경 사항이 있는 경우	- 복제할 Content Tab이 활성 상태이고 세션 상태가 유효할 때, 사용자가 해당 인터랙션을 호출하면, 대상 탭과 동일한 상태의 새 Content Tab이 바로 오른쪽에 생성되고 활성화됨. - 복제 대상 탭에 저장되지 않은 변경 사항이 있는 상태에서 사용자가 해당 인터랙션을 호출하면, 현재 메모리 상 상태를 기준으로 복제 탭이 생성되며 둘 다 동일한 내용을 표시함.
Select Content Tabs	command	Handle Content Tab	CTM	CTM-001	준비 완료	Sidebar의 Content Tab List에서 하나 이상의 Content Tab을 선택	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	-	-	-	- Sidebar에 Content Tab List가 표시될 때, 사용자가 해당 인터랙션을 호출하면, 클릭 또는 보조키 조합에 따라 하나 이상의 Content Tab이 선택 상태로 하이라이트됨. - 사용자가 잘못된 범위를 선택했다가 다시 인터랙션을 호출하면, 선택 상태가 그에 맞게 즉시 갱신되어 이후 다중 탭 관련 동작의 대상이 일관되게 유지됨.
Close Selected Content Tabs	command	Handle Content Tab	CTM	CTM-001	준비 완료	선택한 Content Tab들을 닫음	file_manager_window.sidebar.sidebar_body.content_tabs_area	Context	⌘W	- 1개 이상의 Content Tab이 지정된 상태	- 선택된 탭 전체가 해당 File Manager Window의 모든 탭인 경우. - 선택된 탭들 중 저장되지 않은 변경 사항이 있는 탭이 포함된 경우.	- 하나 이상의 Content Tab이 선택된 상태이고 저장되지 않은 변경 사항이 없는 경우, 사용자가 해당 인터랙션을 호출하면, 선택된 모든 탭이 닫히고 남아 있는 탭 중 하나가 활성화됨. - 선택된 탭들 중 하나 이상에 저장되지 않은 변경 사항이 있는 경우, 사용자가 해당 인터랙션을 호출하면, 일괄 닫기 여부를 묻는 확인 대화를 표시하고 사용자가 닫기를 선택하면 대상 탭들이 모두 닫힘. - 선택된 탭들이 현재 창의 모든 탭인 경우, 사용자가 해당 인터랙션을 호출하면, 정의된 정책(예: 빈 탭 생성 또는 창 닫기)에 따라 동작하고 그 결과가 UI에 일관되게 반영됨.
Reorder Selected Content Tabs	command	Handle Content Tab	CTM	CTM-001	준비 완료	선택한 Content Tab들의 순서를 재배치	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	-	- 2개 이상의 Content Tab이 열린 상태 - 1개 이상의 Content Tab이 지정된 상태	- 재배치 중인 Content Tab을 다른 창으로 이동시키는 경우	- 둘 이상의 Content Tab이 선택된 상태일 때, 사용자가 해당 인터랙션을 호출하면, 선택된 탭 그룹이 드래그 종료 위치 기준으로 연속된 블록으로 재배치됨. - 드래그 도중 일부 탭이 닫히거나 이동된 경우, 사용자가 인터랙션을 마무리하면, 실제 남아 있는 탭들만을 대상으로 순서가 일관되게 갱신됨.
Move Selected Content Tabs to Another File Manager Window	command	Handle Content Tab	CTM	CTM-001	준비 완료	선택한 Content Tab들을 다른 File Manager로 일괄 이동	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	-	- 2개 이상의 Content Tab이 열린 상태 - 1개 이상의 Content Tab이 지정된 상태	-	- 둘 이상의 File Manager Window가 열려 있고 하나 이상의 Content Tab이 선택된 상태에서 사용자가 해당 인터랙션을 호출하면, 선택된 모든 탭이 지정된 다른 File Manager Window의 Tab List로 이동하고 원래 창에서는 제거됨. - 이동 처리 중 대상 File Manager Window가 닫히거나 유효하지 않게 된 경우, 사용자가 해당 인터랙션을 호출하면, 이동을 수행하지 않고 원래 창 상태를 유지하거나 오류를 표시함. - 대상 창에 동일 세션 탭이 이미 있는 상태에서 사용자가 해당 인터랙션을 호출하면, 중복 세션 처리 정책에 따라 동작하고 실제 결과가 UI에 반영됨.
Duplicate Selected Content Tabs	command	Handle Content Tab	CTM	CTM-001	준비 완료	선택한 Content Tab들을 각각 동일한 상태의 Content Tab으로 복제해 추가	file_manager_window.sidebar.sidebar_body.content_tabs_area	File	⌘D	- 1개 이상의 Content Tab이 지정된 상태	-	- 하나 이상의 Content Tab이 선택된 상태에서 사용자가 해당 인터랙션을 호출하면, 각 선택된 탭 옆에 동일 상태의 복제 탭이 하나씩 생성되고 복제 대상과 동일한 세션 상태를 가짐. - 매우 많은 탭이 선택된 상태에서 사용자가 해당 인터랙션을 호출하면, 복제가 순차적으로 진행되며 UI가 멈추지 않는 범위 내에서 진행 상황을 일정하게 반영하거나 필요한 경우 진행 중 표시를 제공함.
Set Current Content Tab to Previous	command	Set Current Content Tab	CTM	CTM-002	준비 완료	Content Tab List 상 현재 Content Tab보다 이전 위치의 Content Tab으로 전환	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	⌘⇧[	- 2개 이상의 Content Tab이 열린 상태	- 현재 Content Tab이 Tab List 상 처음에 위치해 있는 경우	- Content Tab이 두 개 이상 열려 있고 현재 탭이 첫 번째가 아닐 때, 사용자가 해당 인터랙션을 호출하면, Content Tab List에서 바로 이전 위치의 탭이 활성화됨. - 현재 탭이 첫 번째 탭인 상태에서 사용자가 해당 인터랙션을 호출하면, 활성 탭이 변경되지 않거나 순환 동작을 정의한 경우 첫 번째 탭이 유지됨.
Set Current Content Tab to Next	command	Set Current Content Tab	CTM	CTM-002	준비 완료	Content Tab List 상 현재 Content Tab보다 다음 위치의 Content Tab으로 전환	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	⌘⇧]	- 2개 이상의 Content Tab이 열린 상태	- 현재 Content Tab이 Tab List 상 마지막에 위치해 있는 경우	- 지정한 번호 위치에 해당하는 Content Tab이 존재할 때, 사용자가 해당 인덱스에 대한 인터랙션을 호출하면, 그 번호에 해당하는 Content Tab이 활성화됨. - 지정한 번호 위치에 해당하는 Content Tab이 존재하지 않을 때, 사용자가 해당 인터랙션을 호출하면, 활성 탭이 변경되지 않고 조용히 무시되거나 정의된 피드백을 표시함.
Set Current Content Tab by Index	command	Set Current Content Tab	CTM	CTM-002	준비 완료	Content Tab List 상 위치한 번호와 일치하는 Content Tab으로 전환 	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	⌘1, ⌘2, ... , ⌘0	- 2개 이상의 Content Tab이 열린 상태	- 지정한 번호 위치에 해당하는 Content Tab이 없는 경우	- 지정한 번호 위치에 해당하는 Content Tab이 존재할 때, 사용자가 해당 인덱스에 대한 인터랙션을 호출하면, 그 번호에 해당하는 Content Tab이 활성화됨. - 지정한 번호 위치에 해당하는 Content Tab이 존재하지 않을 때, 사용자가 해당 인터랙션을 호출하면, 활성 탭이 변경되지 않고 조용히 무시되거나 정의된 피드백을 표시함.
Set Currnet Content Tab to Last Used	command	Set Current Content Tab	CTM	CTM-002	준비 완료	최근 Content Tab 전환 순서 기준 마지막으로 전환한 Content Tab으로 전환	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	⌃⇥	- 2개 이상의 Content Tab이 열린 상태  - 최근 Content Tab 전환 이력이 존재하는 상태	-	- 최근 Content Tab 전환 이력이 존재할 때, 사용자가 해당 인터랙션을 호출하면, 전환 이력 기준 직전에 사용한 Content Tab이 활성화되어 두 탭 간 빠르게 전환됨. - 전환 이력이 초기화된 상태에서 사용자가 해당 인터랙션을 호출하면, 활성 탭이 변경되지 않고 조용히 무시되거나 이력이 없음을 알리는 피드백을 표시함.
Switch Content Tab via Used Content Tabs Switcher	command	Switch Content Tab with Used Content Tabs Switcher	CTM	CTM-004	준비 완료	Used Content Tabs Switcher 상 선택한 Content Tab으로 전환	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	-	- Used Content Tabs Switcher가 화면에 표시된 상태	- 현재 탭이 선택된 경우	- Used Content Tabs Switcher가 표시된 상태에서 사용자가 해당 인터랙션을 호출하면, Switcher 내 현재 선택된 Content Tab이 활성화되고 Switcher는 닫힘. - Switcher 표시 시간이 만료되거나 포커스를 잃어 자동으로 닫힌 직후 사용자가 해당 인터랙션을 호출하면, 탭 전환이 발생하지 않고 조용히 무시되거나 Switcher가 재호출됨.
Move to Next Tab in Used Content Tabs Switcher	command	Switch Content Tab with Used Content Tabs Switcher	CTM	CTM-004	준비 완료	Used Content Tabs Switcher에서 전환할 Content Tab 선택 포커스를 다음으로 이동	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	⌃⇥	- Used Content Tabs Switcher가 화면에 표시된 상태	- 현재 선택된 탭이 Used Content Tabs Switcher List 상 마지막에 위치해 있는 경우	- Used Content Tabs Switcher가 표시된 상태이고 다음 항목이 존재할 때, 사용자가 해당 인터랙션을 호출하면, 포커스가 바로 다음 Content Tab으로 이동함. - 다음 항목이 존재하지 않는 상태에서 사용자가 해당 인터랙션을 호출하면, 포커스가 마지막 탭에 머무르거나 순환 설정에 따라 첫 번째 탭으로 이동함.
